ProductKey;OrderDateKey;DueDateKey;ShipDateKey;CustomerKey;SalesOrderNumber;SalesAmount;US Dollar Sales Amount
344;20180205;20180217;20180212;11030;SO43956;3399,99;2189,58655332303
312;20180206;20180218;20180213;16658;SO43958;3578,27;2300,9902900135
348;20180206;20180218;20180213;11035;SO43959;3374,99;2170,27200823098
349;20180206;20180218;20180213;11046;SO43960;3374,99;2170,27200823098
314;20180207;20180219;20180214;16685;SO43963;3578,27;2301,28625635089
312;20180207;20180219;20180214;16745;SO43964;3578,27;2301,28625635089
351;20180207;20180219;20180214;11038;SO43965;3374,99;2170,55116084636
347;20180207;20180219;20180214;11039;SO43966;3399,99;2186,62936523249
311;20180208;20180220;20180215;16684;SO43970;3578,27;2302,91543313168
314;20180208;20180220;20180215;16657;SO43971;3578,27;2302,91543313168
312;20180209;20180221;20180216;16703;SO43977;3578,27;2304,39850592478
351;20180210;20180222;20180217;11048;SO43980;3374,99;2173,48660484287
314;20180210;20180222;20180217;16664;SO43981;3578,27;2304,39850592478
342;20180210;20180222;20180217;25271;SO43982;699,0982;450,21780010304
310;20180212;20180224;20180219;16660;SO43991;3578,27;2328,54168022386
311;20180212;20180224;20180219;16638;SO43992;3578,27;2328,54168022386
314;20180214;20180226;20180221;16929;SO43993;3578,27;2348,40847935945
348;20180215;20180227;20180222;11033;SO43998;3374,99;2212,23780807551
310;20180216;20180228;20180223;16744;SO44006;3578,27;2347,94619422572
320;20180216;20180228;20180223;25555;SO44007;699,0982;458,725853018373
349;20180217;20180301;20180224;11052;SO44012;3374,99;2220,24208933623
312;20180217;20180301;20180224;16928;SO44013;3578,27;2353,97013354385
310;20180218;20180302;20180225;16701;SO44019;3578,27;2343,1798834392
311;20180218;20180302;20180225;16931;SO44020;3578,27;2343,1798834392
348;20180218;20180302;20180225;11032;SO44021;3374,99;2210,06482876039
314;20180219;20180303;20180226;16663;SO44024;3578,27;2355,36466561348
314;20180219;20180303;20180226;16708;SO44025;3578,27;2355,36466561348
310;20180219;20180303;20180226;17045;SO44026;3578,27;2355,36466561348
312;20180220;20180304;20180227;17048;SO44028;3578,27;2339,35015690377
350;20180220;20180304;20180227;11050;SO44029;3374,99;2206,45266736402
314;20180221;20180305;20180228;16693;SO44033;3578,27;2343,1798834392
313;20180221;20180305;20180228;16702;SO44034;3578,27;2343,1798834392
312;20180221;20180305;20180228;16707;SO44035;3578,27;2343,1798834392
310;20180221;20180305;20180228;17046;SO44036;3578,27;2343,1798834392
328;20180221;20180305;20180228;25272;SO44037;699,0982;457,794643441818
351;20180222;20180306;20180301;11057;SO44040;3374,99;2210,06482876039
313;20180222;20180306;20180301;16742;SO44041;3578,27;2343,1798834392
314;20180223;20180307;20180302;16713;SO44048;3578,27;2343,486803327
310;20180224;20180308;20180303;17050;SO44050;3578,27;2348,25436408978
314;20180225;20180309;20180304;16637;SO44052;3578,27;2353,19610679995
350;20180226;20180310;20180305;11056;SO44058;3374,99;2222,28879963126
313;20180226;20180310;20180305;16688;SO44059;3578,27;2356,14011983934
342;20180226;20180310;20180305;25273;SO44060;699,0982;460,326726805821
310;20180227;20180311;20180306;17049;SO44067;3578,27;2385,83144419256
313;20180228;20180312;20180307;16691;SO44071;3578,27;2383,1302031302
311;20180228;20180312;20180307;16656;SO44072;3578,27;2383,1302031302
351;20180228;20180312;20180307;11044;SO44073;3374,99;2247,74558774559
314;20180301;20180313;20180308;17328;SO44137;3578,27;2379,4853038968
312;20180302;20180314;20180309;17071;SO44144;3578,27;2381,54409317804
310;20180302;20180314;20180309;17309;SO44145;3578,27;2381,54409317804
313;20180302;20180314;20180309;17310;SO44146;3578,27;2381,54409317804
310;20180302;20180314;20180309;17320;SO44147;3578,27;2381,54409317804
312;20180303;20180315;20180310;17242;SO44149;3578,27;2379,01070407553
312;20180303;20180315;20180310;17315;SO44150;3578,27;2379,01070407553
328;20180303;20180315;20180310;25558;SO44151;699,0982;464,795026926401
314;20180304;20180316;20180311;17055;SO44157;3578,27;2382,81281214623
314;20180306;20180318;20180313;17308;SO44167;3578,27;2381,22712450922
313;20180306;20180318;20180313;17065;SO44165;3578,27;2381,22712450922
311;20180308;20180320;20180315;17229;SO44174;3578,27;2373,48766250995
313;20180308;20180320;20180315;17246;SO44175;3578,27;2373,48766250995
347;20180309;20180321;20180316;11058;SO44180;3399,99;2255,23348368267
312;20180309;20180321;20180316;17294;SO44181;3578,27;2373,48766250995
310;20180309;20180321;20180316;17299;SO44182;3578,27;2373,48766250995
314;20180310;20180322;20180317;17247;SO44184;3578,27;2340,26814911707
310;20180310;20180322;20180317;17280;SO44185;3578,27;2340,26814911707
313;20180312;20180324;20180319;17069;SO44187;3578,27;2331,42428980975
348;20180313;20180325;20180320;11061;SO44190;3374,99;2208,32951645619
310;20180313;20180325;20180320;17248;SO44191;3578,27;2341,3400510371
310;20180314;20180326;20180321;17064;SO44194;3578,27;2270,47588832487
313;20180314;20180326;20180321;17249;SO44195;3578,27;2270,47588832487
314;20180314;20180326;20180321;17295;SO44196;3578,27;2270,47588832487
313;20180315;20180327;20180322;17259;SO44199;3578,27;2270,47588832487
311;20180315;20180327;20180322;17312;SO44200;3578,27;2270,47588832487
312;20180316;20180328;20180323;17285;SO44205;3578,27;2279,44324117722
311;20180317;20180329;20180324;17257;SO44209;3578,27;2277,41216904277
310;20180318;20180330;20180325;17351;SO44213;3578,27;2259,86484779588
311;20180318;20180330;20180325;17332;SO44214;3578,27;2259,86484779588
345;20180319;20180331;20180326;11060;SO44220;3399,99;2166,97896749522
314;20180319;20180331;20180326;17255;SO44221;3578,27;2280,60548119821
311;20180319;20180331;20180326;17258;SO44222;3578,27;2280,60548119821
312;20180321;20180402;20180328;17241;SO44230;3578,27;2277,12231131475
312;20180321;20180402;20180328;17334;SO44232;3578,27;2277,12231131475
310;20180322;20180403;20180329;17056;SO44237;3578,27;2277,70210057288
311;20180322;20180403;20180329;17079;SO44238;3578,27;2277,70210057288
312;20180323;20180404;20180330;17278;SO44243;3578,27;2281,62341388765
312;20180323;20180404;20180330;17329;SO44244;3578,27;2281,62341388765
330;20180323;20180404;20180330;25556;SO44245;699,0982;445,768156602691
310;20180324;20180405;20180331;17233;SO44247;3578,27;2266,16212792907
313;20180324;20180405;20180331;17240;SO44248;3578,27;2266,16212792907
312;20180326;20180407;20180402;17232;SO44256;3578,27;2269,61182291006
310;20180327;20180408;20180403;17279;SO44263;3578,27;2258,29599242663
313;20180327;20180408;20180403;17286;SO44264;3578,27;2258,29599242663
320;20180327;20180408;20180403;25557;SO44265;699,0982;441,21060271379
336;20180327;20180408;20180403;25559;SO44266;699,0982;441,21060271379
311;20180330;20180411;20180406;17256;SO44275;3578,27;2248,36317939051
313;20180330;20180411;20180406;17277;SO44276;3578,27;2248,36317939051
311;20180330;20180411;20180406;17288;SO44277;3578,27;2248,36317939051
310;20180330;20180411;20180406;17293;SO44278;3578,27;2248,36317939051
313;20180330;20180411;20180406;17326;SO44279;3578,27;2248,36317939051
344;20180331;20180412;20180407;11072;SO44323;3399,99;2130,58653966662
351;20180401;20180413;20180408;11095;SO44325;3374,99;2120,90115000314
312;20180401;20180413;20180408;17728;SO44326;3578,27;2248,64576132722
310;20180402;20180414;20180409;17921;SO44328;3578,27;2258,43852562484
311;20180402;20180414;20180409;17904;SO44329;3578,27;2258,43852562484
310;20180403;20180415;20180410;17510;SO44332;3578,27;2260,86434573829
351;20180404;20180416;20180411;11097;SO44337;3374,99;2122,2347984657
314;20180404;20180416;20180411;18188;SO44338;3578,27;2250,05973715651
311;20180404;20180416;20180411;18189;SO44339;3578,27;2250,05973715651
314;20180404;20180416;20180411;17354;SO44340;3578,27;2250,05973715651
314;20180405;20180417;20180412;17920;SO44343;3578,27;2250,05973715651
312;20180406;20180418;20180413;17911;SO44347;3578,27;2247,23356151479
347;20180407;20180419;20180414;11093;SO44355;3399,99;2127,91963950432
345;20180407;20180419;20180414;11099;SO44356;3399,99;2127,91963950432
310;20180407;20180419;20180414;17511;SO44357;3578,27;2239,49805983227
310;20180407;20180419;20180414;17732;SO44358;3578,27;2239,49805983227
348;20180408;20180420;20180415;11092;SO44364;3374,99;2105,15843313373
313;20180408;20180420;20180415;17912;SO44365;3578,27;2231,95484031936
313;20180408;20180420;20180415;17502;SO44366;3578,27;2231,95484031936
328;20180408;20180420;20180415;25562;SO44367;699,0982;436,064246506986
313;20180409;20180421;20180416;18193;SO44370;3578,27;2217,56941001487
311;20180409;20180421;20180416;17514;SO44371;3578,27;2217,56941001487
310;20180409;20180421;20180416;17736;SO44372;3578,27;2217,56941001487
351;20180410;20180422;20180417;11080;SO44379;3374,99;2073,21702807298
310;20180410;20180422;20180417;17915;SO44380;3578,27;2198,08956324098
351;20180411;20180423;20180418;11096;SO44387;3374,99;2075,00153704273
310;20180411;20180423;20180418;17924;SO44388;3578,27;2199,98155548724
313;20180411;20180423;20180418;17925;SO44389;3578,27;2199,98155548724
314;20180411;20180423;20180418;17353;SO44390;3578,27;2199,98155548724
313;20180411;20180423;20180418;17730;SO44391;3578,27;2199,98155548724
314;20180411;20180423;20180418;17910;SO44392;3578,27;2199,98155548724
312;20180412;20180424;20180419;17733;SO44398;3578,27;2212,22256568779
312;20180413;20180425;20180420;17515;SO44401;3578,27;2212,22256568779
351;20180415;20180427;20180422;11077;SO44407;3374,99;2087,19233147804
351;20180415;20180427;20180422;11103;SO44408;3374,99;2087,19233147804
320;20180415;20180427;20180422;25563;SO44409;699,0982;432,342733457019
349;20180416;20180428;20180423;11100;SO44412;3374,99;2040,8719840358
345;20180417;20180429;20180424;11069;SO44416;3399,99;2061,09966052376
311;20180417;20180429;20180424;17917;SO44417;3578,27;2169,17434529583
311;20180417;20180429;20180424;17919;SO44418;3578,27;2169,17434529583
310;20180417;20180429;20180424;17352;SO44419;3578,27;2169,17434529583
311;20180417;20180429;20180424;17512;SO44420;3578,27;2169,17434529583
312;20180418;20180430;20180425;17916;SO44424;3578,27;2175,76918399611
311;20180418;20180430;20180425;17504;SO44425;3578,27;2175,76918399611
313;20180419;20180501;20180426;17927;SO44430;3578,27;2170,62177737337
312;20180419;20180501;20180426;17725;SO44431;3578,27;2170,62177737337
344;20180421;20180503;20180428;11076;SO44437;3399,99;2045,35282439993
312;20180421;20180503;20180428;17909;SO44438;3578,27;2152,60181675991
310;20180422;20180504;20180429;17370;SO44443;3578,27;2164,58169499728
314;20180425;20180507;20180502;17478;SO44445;3578,27;2198,62980030722
313;20180425;20180507;20180502;17914;SO44446;3578,27;2198,62980030722
310;20180426;20180508;20180503;17923;SO44453;3578,27;2198,62980030722
310;20180426;20180508;20180503;17926;SO44454;3578,27;2198,62980030722
312;20180426;20180508;20180503;17513;SO44455;3578,27;2198,62980030722
320;20180426;20180508;20180503;25560;SO44456;699,0982;429,553425499232
313;20180427;20180509;20180504;17918;SO44461;3578,27;2193,77720556679
346;20180428;20180510;20180505;11070;SO44467;3399,99;2094,10569105691
351;20180428;20180510;20180505;11075;SO44468;3374,99;2078,70780980537
314;20180428;20180510;20180505;17734;SO44469;3578,27;2203,91106183789
313;20180428;20180510;20180505;17735;SO44470;3578,27;2203,91106183789
322;20180428;20180510;20180505;25561;SO44471;699,0982;430,585242670608
345;20180429;20180511;20180506;11101;SO44475;3399,99;2089,21592724591
314;20180429;20180511;20180506;17913;SO44476;3578,27;2198,76490106919
310;20180429;20180511;20180506;17922;SO44477;3578,27;2198,76490106919
314;20180429;20180511;20180506;17726;SO44478;3578,27;2198,76490106919
349;20180501;20180513;20180508;11107;SO44574;3374,99;2061,81807074348
344;20180501;20180513;20180508;11110;SO44575;3399,99;2077,09084244609
348;20180503;20180515;20180510;11108;SO44581;3374,99;2046,93716642407
346;20180503;20180515;20180510;11134;SO44582;3399,99;2062,09970887918
310;20180503;20180515;20180510;18210;SO44583;3578,27;2170,22683163513
346;20180504;20180516;20180511;11104;SO44589;3399,99;2060,6
310;20180505;20180517;20180512;18250;SO44594;3578,27;2174,44701020904
345;20180505;20180517;20180512;11124;SO44595;3399,99;2066,10962566845
313;20180505;20180517;20180512;18238;SO44596;3578,27;2174,44701020904
314;20180506;20180518;20180513;18243;SO44600;3578,27;2181,87195121951
345;20180506;20180518;20180513;11117;SO44601;3399,99;2073,16463414634
313;20180507;20180519;20180514;18200;SO44608;3578,27;2163,27307901578
311;20180507;20180519;20180514;18220;SO44609;3578,27;2163,27307901578
313;20180507;20180519;20180514;18241;SO44610;3578,27;2163,27307901578
314;20180508;20180520;20180515;18205;SO44618;3578,27;2167,9915177219
312;20180509;20180521;20180516;18204;SO44620;3578,27;2175,90148981453
313;20180509;20180521;20180516;18217;SO44621;3578,27;2175,90148981453
313;20180510;20180522;20180517;18272;SO44626;3578,27;2169,8320295919
349;20180510;20180522;20180517;11109;SO44627;3374,99;2046,56479291735
348;20180510;20180522;20180517;11356;SO44628;3374,99;2046,56479291735
311;20180510;20180522;20180517;18209;SO44629;3578,27;2169,8320295919
314;20180511;20180523;20180518;18196;SO44632;3578,27;2174,8434935878
310;20180511;20180523;20180518;18203;SO44633;3578,27;2174,8434935878
311;20180511;20180523;20180518;18213;SO44634;3578,27;2174,8434935878
310;20180511;20180523;20180518;18218;SO44635;3578,27;2174,8434935878
313;20180512;20180524;20180519;18246;SO44640;3578,27;2185,60346933789
313;20180512;20180524;20180519;18255;SO44641;3578,27;2185,60346933789
330;20180512;20180524;20180519;25567;SO44642;699,0982;427,008429025165
351;20180513;20180525;20180520;11147;SO44650;3374,99;2073,34439120285
346;20180514;20180526;20180521;11105;SO44655;3399,99;2077,34465693163
311;20180514;20180526;20180521;18275;SO44656;3578,27;2186,27115537362
350;20180514;20180526;20180521;11120;SO44657;3374,99;2062,07001894055
312;20180514;20180526;20180521;18201;SO44658;3578,27;2186,27115537362
313;20180514;20180526;20180521;18208;SO44659;3578,27;2186,27115537362
349;20180515;20180527;20180522;11151;SO44662;3374,99;2066,61563896883
313;20180515;20180527;20180522;18212;SO44663;3578,27;2191,09056395812
311;20180515;20180527;20180522;18222;SO44664;3578,27;2191,09056395812
334;20180515;20180527;20180522;25564;SO44665;699,0982;428,080460473945
313;20180516;20180528;20180523;18245;SO44670;3578,27;2173,25842696629
311;20180516;20180528;20180523;18268;SO44671;3578,27;2173,25842696629
310;20180516;20180528;20180523;18207;SO44672;3578,27;2173,25842696629
336;20180517;20180529;20180524;25566;SO44675;699,0982;424,493411864715
312;20180517;20180529;20180524;18198;SO44676;3578,27;2172,73058473496
346;20180518;20180530;20180525;11106;SO44679;3399,99;2061,84960582171
310;20180519;20180531;20180526;18249;SO44685;3578,27;2175,37236306159
310;20180520;20180601;20180527;18244;SO44688;3578,27;2167,86017205865
310;20180520;20180601;20180527;18269;SO44689;3578,27;2167,86017205865
344;20180520;20180601;20180527;11111;SO44690;3399,99;2059,85096328608
313;20180521;20180602;20180528;18254;SO44696;3578,27;2167,33494851605
310;20180522;20180603;20180529;18219;SO44697;3578,27;2156,75366162377
326;20180522;20180603;20180529;25565;SO44698;699,0982;421,371948646857
314;20180523;20180604;20180530;18260;SO44702;3578,27;2138,06763862333
311;20180524;20180605;20180531;18240;SO44709;3578,27;2144,98861047836
310;20180525;20180606;20180601;18248;SO44711;3578,27;2144,98861047836
348;20180525;20180606;20180601;11112;SO44712;3374,99;2023,13271789953
314;20180526;20180607;20180602;18239;SO44718;3578,27;2138,70659255275
313;20180528;20180609;20180604;18273;SO44727;3578,27;2134,11462992784
344;20180528;20180609;20180604;11126;SO44728;3399,99;2027,78672392199
312;20180529;20180610;20180605;18251;SO44732;3578,27;2134,62387400823
313;20180529;20180610;20180605;18214;SO44733;3578,27;2134,62387400823
314;20180530;20180611;20180606;18242;SO44737;3578,27;2137,68444948922
313;20180530;20180611;20180606;18252;SO44738;3578,27;2137,68444948922
312;20180530;20180611;20180606;18202;SO44739;3578,27;2137,68444948922
311;20180531;20180612;20180607;18452;SO44806;3578,27;2134,62387400823
350;20180531;20180612;20180607;11365;SO44807;3374,99;2013,35679770924
312;20180601;20180613;20180608;18695;SO44813;3578,27;2139,98564679146
313;20180601;20180613;20180608;18281;SO44814;3578,27;2139,98564679146
351;20180601;20180613;20180608;11444;SO44815;3374,99;2018,41397045631
311;20180602;20180614;20180609;18486;SO44822;3578,27;2112,94360791261
313;20180602;20180614;20180609;18488;SO44823;3578,27;2112,94360791261
312;20180602;20180614;20180609;18694;SO44824;3578,27;2112,94360791261
312;20180602;20180614;20180609;18309;SO44825;3578,27;2112,94360791261
314;20180603;20180615;20180610;18337;SO44830;3578,27;2128,52893938493
311;20180604;20180616;20180611;18338;SO44835;3578,27;2129,28890211247
314;20180604;20180616;20180611;18465;SO44836;3578,27;2129,28890211247
314;20180605;20180617;20180612;18335;SO44841;3578,27;2117,44481922007
314;20180606;20180618;20180613;18334;SO44846;3578,27;2119,95378873156
346;20180606;20180618;20180613;11445;SO44847;3399,99;2014,33141773802
310;20180607;20180619;20180614;18484;SO44857;3578,27;2122,09109239711
312;20180607;20180619;20180614;18487;SO44858;3578,27;2122,09109239711
310;20180607;20180619;20180614;18495;SO44859;3578,27;2122,09109239711
310;20180607;20180619;20180614;18693;SO44860;3578,27;2122,09109239711
314;20180607;20180619;20180614;18288;SO44861;3578,27;2122,09109239711
313;20180607;20180619;20180614;18457;SO44862;3578,27;2122,09109239711
310;20180607;20180619;20180614;18467;SO44863;3578,27;2122,09109239711
348;20180607;20180619;20180614;11364;SO44864;3374,99;2001,53599810224
351;20180607;20180619;20180614;11372;SO44865;3374,99;2001,53599810224
350;20180607;20180619;20180614;11443;SO44866;3374,99;2001,53599810224
312;20180608;20180620;20180615;18700;SO44869;3578,27;2123,98053065828
311;20180608;20180620;20180615;18301;SO44870;3578,27;2123,98053065828
345;20180608;20180620;20180615;11363;SO44871;3399,99;2018,15753546626
311;20180610;20180622;20180617;18470;SO44880;3578,27;2124,61109131932
313;20180610;20180622;20180617;18496;SO44881;3578,27;2124,61109131932
311;20180610;20180622;20180617;18703;SO44882;3578,27;2124,61109131932
314;20180610;20180622;20180617;18296;SO44883;3578,27;2124,61109131932
312;20180610;20180622;20180617;18308;SO44884;3578,27;2124,61109131932
314;20180612;20180624;20180619;18696;SO44897;3578,27;2104,98852873699
310;20180612;20180624;20180619;18307;SO44898;3578,27;2104,98852873699
313;20180613;20180625;20180620;18284;SO44903;3578,27;2086,94156071387
350;20180613;20180625;20180620;11359;SO44904;3374,99;1968,38329639566
311;20180614;20180626;20180621;18468;SO44913;3578,27;2086,94156071387
311;20180614;20180626;20180621;18491;SO44914;3578,27;2086,94156071387
312;20180614;20180626;20180621;18461;SO44915;3578,27;2086,94156071387
311;20180614;20180626;20180621;18463;SO44916;3578,27;2086,94156071387
312;20180615;20180627;20180622;18489;SO44921;3578,27;2092,92273498274
314;20180615;20180627;20180622;18277;SO44922;3578,27;2092,92273498274
312;20180615;20180627;20180622;18336;SO44923;3578,27;2092,92273498274
313;20180616;20180628;20180623;18493;SO44925;3578,27;2086,08989681105
328;20180616;20180628;20180623;25706;SO44926;699,0982;407,566140033813
348;20180616;20180628;20180623;11448;SO44927;3374,99;1967,5800151577
312;20180617;20180629;20180624;18303;SO44932;3578,27;2091,94387605963
312;20180617;20180629;20180624;18276;SO44933;3578,27;2091,94387605963
311;20180618;20180630;20180625;18490;SO44940;3578,27;2118,69856119368
310;20180618;20180630;20180625;18697;SO44941;3578,27;2118,69856119368
310;20180618;20180630;20180625;18701;SO44942;3578,27;2118,69856119368
330;20180618;20180630;20180625;25568;SO44943;699,0982;413,937000414471
332;20180618;20180630;20180625;25707;SO44944;699,0982;413,937000414471
322;20180618;20180630;20180625;25710;SO44945;699,0982;413,937000414471
349;20180618;20180630;20180625;11357;SO44946;3374,99;1998,33619515661
346;20180618;20180630;20180625;11446;SO44947;3399,99;2013,13872935047
342;20180619;20180701;20180626;25709;SO44955;699,0982;413,129771894575
351;20180619;20180701;20180626;11449;SO44956;3374,99;1994,43919158492
314;20180620;20180702;20180627;18458;SO44966;3578,27;2134,62387400823
314;20180621;20180703;20180628;18482;SO44973;3578,27;2134,62387400823
310;20180622;20180704;20180629;18469;SO44979;3578,27;2134,87858719647
310;20180622;20180704;20180629;18699;SO44980;3578,27;2134,87858719647
310;20180622;20180704;20180629;18462;SO44981;3578,27;2134,87858719647
311;20180623;20180705;20180630;18692;SO44985;3578,27;2083,17517610758
328;20180623;20180705;20180630;25708;SO44986;699,0982;406,996681609128
314;20180624;20180706;20180701;18698;SO44991;3578,27;2088,28129559381
311;20180624;20180706;20180701;18464;SO44992;3578,27;2088,28129559381
350;20180624;20180706;20180701;11368;SO44993;3374,99;1969,64692150569
311;20180625;20180707;20180702;18485;SO44999;3578,27;2080,75245682387
312;20180625;20180707;20180702;18297;SO45000;3578,27;2080,75245682387
312;20180625;20180707;20180702;18302;SO45001;3578,27;2080,75245682387
310;20180627;20180709;20180704;18483;SO45013;3578,27;2073,99872485944
322;20180627;20180709;20180704;25705;SO45014;699,0982;405,20384860604
346;20180627;20180709;20180704;11360;SO45015;3399,99;1970,66597113545
313;20180628;20180710;20180705;18494;SO45018;3578,27;2075,44225972971
313;20180628;20180710;20180705;18691;SO45019;3578,27;2075,44225972971
311;20180628;20180710;20180705;18332;SO45020;3578,27;2075,44225972971
348;20180628;20180710;20180705;11358;SO45021;3374,99;1957,53726581985
350;20180628;20180710;20180705;11447;SO45022;3374,99;1957,53726581985
314;20180629;20180711;20180706;18702;SO45028;3578,27;2072,31713673481
311;20180629;20180711;20180706;18331;SO45029;3578,27;2072,31713673481
348;20180629;20180711;20180706;11450;SO45030;3374,99;1954,58967973591
332;20180630;20180712;20180707;25704;SO45037;699,0982;401,227157943067
350;20180701;20180713;20180708;11455;SO45082;3374,99;1947,14706052039
312;20180702;20180714;20180709;18746;SO45085;3578,27;2033,91689876655
314;20180702;20180714;20180709;18747;SO45086;3578,27;2033,91689876655
314;20180703;20180715;20180710;18909;SO45091;3578,27;2042,97459320582
313;20180703;20180715;20180710;18899;SO45092;3578,27;2042,97459320582
312;20180703;20180715;20180710;18906;SO45093;3578,27;2042,97459320582
311;20180707;20180719;20180714;18710;SO45110;3578,27;2047,76811262447
326;20180707;20180719;20180714;25713;SO45111;699,0982;400,079088932128
314;20180708;20180720;20180715;18722;SO45118;3578,27;2055,53193933824
